age,height_cm,weight_kg,overall,potential,value,wage_eur,international_reputation,weak_foot,skill_moves,position,team_jersey_number,pace,shooting,passing,dribbling,defending,physic,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
30,179,72,78,78,8500000,63000,1,3,3,LDM,5,72,64,75,75,73,72,,,,,,70,56,51,81,58,74,70,55,78,77,71,73,73,75,76,76,56,85,64,72,78,78,69,75,63,81,74,77,74,9,13,11,12,14
29,184,72,78,78,10500000,28000,2,4,4,CAM,7,83,75,68,82,33,71,,,,,,66,79,72,68,76,83,78,72,59,79,83,83,88,75,75,74,81,75,74,68,54,39,78,72,76,70,41,12,18,11,7,14,7,16
29,177,74,78,78,10000000,36000,2,4,4,CAM,7,71,77,79,79,40,59,,,,,,80,77,45,78,73,80,83,82,75,78,69,72,78,73,74,77,61,61,60,75,53,35,74,82,90,75,51,35,30,10,12,16,10,14
28,183,78,78,78,10500000,52000,2,3,3,SUB,14,71,77,71,80,44,68,,,,,,74,76,60,75,80,81,73,58,58,81,70,72,77,81,76,81,64,70,67,74,68,44,81,74,69,75,43,43,36,13,14,8,15,16
30,180,80,78,78,8500000,17000,2,3,2,SUB,6,39,53,67,61,78,73,,,,,,61,48,77,75,47,58,39,54,75,64,35,42,58,71,66,66,92,56,75,50,85,76,57,62,62,73,79,78,79,14,10,15,15,12
29,179,74,78,78,9000000,35000,2,3,3,RCM,16,64,67,79,78,75,67,,,,,,73,62,59,81,66,77,82,79,80,82,66,63,75,79,74,73,65,77,66,72,58,81,72,79,71,80,79,74,72,13,8,13,12,10
30,188,80,78,78,8500000,38000,2,4,3,CDM,6,68,63,70,72,78,84,,,,,,63,54,75,76,44,71,68,60,73,77,67,69,69,71,66,77,65,91,83,71,82,79,66,66,62,74,77,80,74,10,12,7,10,8
29,193,86,78,78,8500000,35000,2,2,2,LCB,21,53,31,51,58,81,74,,,,,,47,20,84,57,45,58,40,42,49,63,52,54,43,77,48,52,61,61,80,22,76,79,41,51,50,71,81,83,79,16,8,7,8,16
31,190,80,78,78,9000000,33000,2,4,3,SUB,10,35,69,74,69,77,79,,,,,,53,66,79,83,66,69,66,70,81,80,34,35,51,75,32,79,67,65,88,65,75,77,77,78,73,78,78,76,73,14,11,6,15,8
31,184,86,78,78,8000000,53000,2,3,2,RCM,15,68,49,69,68,78,81,,,,,,63,39,69,81,50,65,47,49,71,74,66,70,65,74,64,73,78,87,77,39,84,77,62,64,59,75,79,80,75,9,13,10,9,14
28,172,78,78,78,9000000,61000,2,3,4,SUB,4,79,60,74,79,75,78,,,,,,77,53,64,77,59,80,77,51,70,78,82,77,79,80,83,72,82,81,73,62,85,79,79,72,58,76,73,77,77,14,7,6,12,8
29,183,82,78,78,8500000,37000,1,3,2,LCB,6,61,42,58,62,79,80,,,,,,57,36,78,61,29,59,45,31,63,62,60,61,63,75,67,60,91,72,82,39,82,79,40,60,42,74,78,79,78,15,7,12,10,14
30,182,80,78,78,8000000,23000,2,3,4,SUB,18,82,62,72,75,71,78,,,,,,80,59,59,75,57,76,77,53,69,73,78,86,73,80,72,73,77,91,72,56,77,76,76,66,55,75,69,74,74,8,6,13,15,9
31,194,89,78,78,6500000,49000,2,3,1,SUB,35,,,,,,,80,77,63,80,79,12,27,18,29,26,13,15,17,33,17,41,46,41,72,31,47,67,38,78,12,25,23,8,15,22,42,13,15,14,80,77,63,79,80
28,175,67,78,78,9000000,77000,2,2,3,SUB,2,71,61,70,77,77,69,,,,,,78,54,68,76,45,76,64,39,66,78,74,68,77,76,75,74,69,75,64,69,76,78,67,64,46,75,76,80,80,10,11,13,15,7
28,180,76,78,78,10500000,42000,2,3,3,RDM,21,70,64,75,75,77,82,,,,,,72,61,79,80,56,75,68,46,79,76,67,73,73,76,72,69,91,89,78,65,79,78,70,76,66,76,75,78,71,8,14,15,7,10
29,178,82,78,78,10000000,79000,2,3,4,SUB,30,85,72,73,78,56,82,,,,,,75,72,84,75,64,79,66,60,72,76,82,87,83,76,76,75,91,74,85,70,82,45,76,74,73,70,54,56,53,12,13,8,14,10
28,181,78,78,78,10500000,52000,2,4,4,RW,13,58,72,82,74,60,72,,,,,,84,72,53,80,65,74,82,77,80,77,60,57,66,76,73,74,71,79,71,74,66,66,76,84,65,78,57,62,61,8,15,15,16,11
28,179,77,78,78,10500000,40000,1,4,4,RM,7,75,74,78,77,61,70,,,,,,80,70,64,77,72,78,79,77,75,77,75,75,76,77,76,82,78,76,67,74,66,62,74,79,70,78,60,63,55,7,6,14,10,8
28,190,85,78,78,10500000,52000,2,4,3,RES,33,76,77,51,68,38,79,,,,,,31,78,74,64,78,69,49,58,37,73,67,84,54,76,53,85,64,59,90,66,80,29,79,58,76,71,30,45,19,13,6,15,7,15
28,185,82,78,78,9000000,61000,1,3,2,RCB,3,53,34,55,60,78,75,,,,,,41,32,80,71,33,55,44,32,64,67,54,52,55,77,65,48,77,66,78,26,79,77,29,45,42,70,77,78,77,14,12,7,14,12
31,171,62,78,78,7500000,33000,1,3,3,SUB,3,76,61,71,73,78,71,,,,,,80,57,70,79,38,69,67,59,65,79,77,76,72,69,76,75,71,66,67,64,85,80,66,57,56,69,78,78,79,10,11,16,10,14
28,182,76,78,78,10500000,36000,2,4,4,CAM,21,71,74,77,79,67,68,,,,,,77,72,67,79,73,80,78,56,77,79,72,71,78,73,72,77,64,65,68,77,71,68,75,78,62,75,67,66,65,15,10,9,14,13
31,171,65,78,78,8000000,58000,3,4,3,RDM,6,68,47,65,69,77,84,,,,,,50,31,68,79,58,63,35,45,67,70,67,69,78,80,92,65,82,83,82,59,89,79,58,65,58,80,74,83,76,14,7,9,6,6
29,180,77,78,78,10000000,32000,2,3,3,CAM,10,67,79,76,79,49,70,,,,,,75,76,58,79,75,80,78,76,74,80,69,65,74,78,73,86,76,60,75,84,67,51,77,72,65,80,36,59,49,12,11,10,14,6
28,173,69,78,78,9000000,25000,2,3,3,RB,2,68,39,69,73,75,74,,,,,,78,28,65,71,28,69,78,38,68,78,67,69,74,80,65,71,78,83,68,39,76,78,46,64,23,70,69,81,82,14,9,7,9,15
27,178,73,78,78,11000000,55000,2,4,4,RM,10,78,77,75,80,38,69,,,,,,78,73,48,75,72,81,80,78,67,80,79,78,78,76,77,83,44,86,61,82,76,37,74,75,76,71,41,35,34,13,11,11,11,13
28,186,84,78,78,10500000,49000,1,1,4,RCM,10,63,72,77,79,60,64,,,,,,72,71,60,81,68,78,76,72,76,81,67,60,79,75,71,73,57,66,68,75,54,58,74,78,65,76,62,62,51,14,12,7,6,7
30,184,80,78,78,10000000,30000,2,4,3,ST,27,66,81,62,74,33,69,,,,,,37,83,68,71,79,75,56,51,67,75,66,66,65,82,66,78,66,54,78,77,64,20,86,72,89,83,30,32,34,6,15,16,15,11
30,170,69,78,78,10000000,10000,2,4,4,CAM,10,68,70,79,79,49,70,,,,,,81,65,42,79,70,78,81,77,76,81,69,67,77,79,77,71,65,88,61,76,69,49,75,78,76,78,50,52,40,12,16,11,7,15
29,186,85,78,78,9000000,1000,3,3,3,RDM,7,65,57,71,68,75,80,,,,,,59,42,75,79,40,65,52,62,80,77,61,68,59,74,52,81,74,75,83,69,80,76,52,68,78,80,72,77,71,15,14,8,6,7
28,180,82,78,78,9000000,32000,2,4,2,RDM,17,63,55,67,70,79,76,,,,,,45,50,72,77,40,67,42,43,79,76,63,63,67,78,65,65,71,76,76,62,78,80,60,74,50,80,82,80,75,8,13,11,15,15
27,178,77,78,78,9000000,54000,2,3,3,RB,2,85,63,73,78,74,75,,,,,,79,66,65,77,56,80,62,47,72,76,83,86,78,74,76,66,72,77,73,56,77,73,66,68,55,69,74,77,77,12,13,12,9,11
32,175,72,78,78,8000000,19000,3,3,4,SUB,8,68,77,76,78,45,64,,,,,,78,79,56,77,65,78,81,80,69,80,70,67,76,79,74,74,63,59,63,79,73,50,80,76,74,79,49,39,27,10,15,12,8,8
28,179,75,78,78,9000000,35000,2,3,3,SUB,17,67,62,71,73,76,77,,,,,,66,55,66,77,55,72,51,52,72,75,68,66,69,78,74,75,76,75,74,65,85,79,69,74,51,75,78,77,74,9,8,14,7,11
31,188,85,78,78,6500000,11000,1,3,1,GK,32,,,,,,,77,75,74,81,79,18,14,11,37,15,24,16,15,34,20,49,52,68,75,60,56,75,38,59,12,45,15,18,65,14,64,22,15,15,77,75,74,79,81
28,183,78,78,78,10500000,39000,2,3,4,RW,11,63,75,78,79,39,58,,,,,,74,74,57,80,71,80,79,79,77,81,65,61,77,74,73,76,65,60,51,76,69,32,74,79,73,76,30,45,39,14,15,7,7,8
29,187,85,78,78,8500000,95000,3,2,3,SUB,16,67,59,68,65,76,76,,,,,,72,50,77,72,48,63,67,57,72,66,67,67,67,74,63,80,81,55,79,63,92,76,53,57,55,70,72,78,79,7,8,12,15,10
30,188,80,78,78,8500000,27000,1,3,2,RCB,5,39,38,49,51,80,74,,,,,,30,29,79,65,24,49,46,41,60,57,36,42,36,72,41,60,76,62,80,41,75,82,26,33,43,69,77,82,78,12,5,7,6,8
27,188,78,78,78,9500000,25000,1,3,2,RCB,6,69,58,66,64,80,75,,,,,,60,46,72,68,49,60,45,36,80,66,68,70,66,78,64,72,68,68,78,77,78,82,61,71,42,74,80,82,76,13,7,16,13,7
28,179,77,78,78,10500000,48000,2,3,4,SUB,21,86,78,68,82,36,55,,,,,,70,79,68,67,75,83,67,69,60,82,87,85,81,75,72,79,42,56,56,78,53,37,81,75,69,75,50,15,18,14,15,11,12,7
29,183,75,78,78,8500000,36000,1,3,2,LCB,3,71,33,55,57,77,78,,,,,,51,22,73,69,31,48,47,45,57,64,70,71,65,73,72,65,92,77,73,20,89,79,45,39,36,67,76,78,81,8,13,12,12,8
28,181,78,78,78,10500000,43000,2,4,4,RM,19,86,74,72,83,34,67,,,,,,78,73,70,73,74,85,78,55,62,82,86,86,81,74,75,76,73,67,72,75,53,34,74,73,68,73,26,32,25,11,14,13,12,7
28,181,80,78,78,10500000,17000,1,4,3,ST,18,66,80,62,71,27,84,,,,,,55,82,75,61,76,71,68,75,54,74,67,65,68,72,60,82,75,75,89,73,86,25,83,71,77,77,20,24,15,12,12,11,9,9
28,190,78,78,78,10500000,47000,1,4,4,RS,21,83,74,68,77,35,76,,,,,,65,79,73,70,66,78,64,53,64,78,80,85,77,76,67,76,71,83,81,63,55,47,78,73,67,77,28,25,21,11,8,16,10,8
29,192,83,78,78,8500000,25000,1,2,2,SUB,4,54,50,62,59,78,75,,,,,,57,40,79,75,49,58,36,38,73,67,45,61,45,68,32,67,71,61,79,56,81,77,52,47,48,69,78,79,77,13,14,12,10,8
30,188,85,78,78,10000000,38000,2,3,3,RS,30,60,76,51,68,37,78,,,,,,33,82,93,68,80,66,49,28,36,74,62,58,64,77,60,80,86,70,84,56,69,24,83,56,67,76,49,21,17,15,6,12,14,9
29,196,86,78,78,7500000,33000,1,2,1,RES,1,,,,,,,78,77,76,78,78,20,11,16,32,16,11,18,16,37,18,31,40,32,73,33,57,40,37,75,14,27,20,13,55,26,45,22,12,16,78,77,76,78,78
29,185,74,78,78,9000000,66000,1,3,3,RDM,19,50,63,71,68,76,84,,,,,,62,59,68,79,62,69,66,54,73,74,58,44,62,71,40,69,74,90,80,65,87,77,67,71,60,75,74,80,76,7,12,16,15,7
28,185,76,78,78,10500000,54000,2,3,3,LCM,15,65,68,72,73,79,79,,,,,,64,60,75,79,64,71,61,48,75,77,66,65,62,80,74,76,79,90,73,77,82,81,69,73,83,78,79,79,78,14,15,7,12,12
29,183,70,78,78,8500000,36000,1,3,2,RB,2,78,54,68,67,76,79,,,,,,74,46,71,72,41,64,67,55,65,69,78,78,71,76,68,72,76,90,74,58,79,74,74,60,36,77,77,77,80,13,8,11,10,9
28,167,65,78,78,10500000,1000,1,4,4,RCM,9,75,73,77,81,53,67,,,,,,72,68,57,79,63,78,69,72,79,80,80,71,91,78,91,80,54,83,61,81,63,54,64,79,82,84,45,59,55,9,15,10,9,9
28,174,80,78,78,9000000,25000,1,3,3,LB,18,89,60,70,79,72,79,,,,,,78,60,67,75,33,80,66,34,63,76,88,90,85,72,76,67,86,90,74,57,74,72,74,69,55,80,68,75,76,7,15,13,9,7
31,176,72,78,78,9500000,6000,1,4,3,ST,14,69,80,62,75,36,66,,,,,,44,83,73,69,78,73,66,56,61,78,63,73,75,76,68,82,74,72,70,73,48,35,81,68,83,78,44,23,19,14,10,8,6,13
30,185,89,78,78,8500000,24000,1,2,2,RCB,24,50,51,54,53,78,81,,,,,,44,45,82,72,50,49,32,43,63,63,50,50,34,74,51,64,85,77,86,54,74,80,35,33,63,58,78,76,76,8,11,7,8,8
32,192,86,78,78,6500000,22000,1,4,2,SUB,2,50,60,57,54,78,79,,,,,,38,53,86,70,36,50,68,76,68,62,46,53,49,71,32,80,84,70,85,67,76,78,55,35,48,59,79,75,75,13,10,6,15,12
29,182,67,78,78,10000000,27000,1,2,4,RAM,26,74,72,78,79,65,71,,,,,,73,69,63,81,66,81,78,75,75,79,73,75,79,73,69,76,46,81,69,78,72,66,76,80,68,79,67,64,59,7,8,14,10,12
29,184,81,78,78,9000000,23000,1,3,3,RCB,23,57,64,72,68,76,77,,,,,,58,61,68,77,43,66,44,56,80,75,58,56,60,73,60,77,71,81,79,69,69,75,56,80,55,73,77,77,78,15,13,12,11,16
31,176,69,78,78,7500000,16000,1,4,3,RB,87,76,50,66,77,76,74,,,,,,78,34,67,74,40,77,68,34,61,76,77,75,77,77,74,71,73,91,64,65,79,77,69,52,41,73,76,78,77,13,7,15,7,14
27,171,73,78,78,10500000,64000,2,4,3,SUB,6,68,68,79,79,68,63,,,,,,72,65,60,83,47,75,80,81,81,83,75,62,85,73,80,76,64,75,56,74,67,69,70,78,67,81,69,71,65,14,13,9,10,12
27,187,79,78,78,10500000,15000,1,4,3,SUB,16,66,68,68,73,80,80,,,,,,46,61,68,78,53,74,45,59,76,76,64,68,60,75,61,76,70,85,75,78,87,82,75,72,57,73,81,83,76,7,7,7,9,9
31,187,91,78,78,6500000,18000,1,3,1,GK,1,,,,,,,79,73,74,81,80,15,19,17,37,14,15,18,20,19,20,35,39,34,68,56,56,60,32,60,16,25,16,17,47,24,42,10,15,14,79,73,74,80,81
30,190,86,78,78,10000000,45000,2,4,3,LS,9,70,79,69,73,39,81,,,,,,68,80,77,70,67,73,69,74,65,75,70,70,69,75,66,85,63,79,89,76,67,43,76,71,76,71,31,33,34,9,7,15,12,13
30,185,75,78,78,7000000,18000,1,3,1,GK,25,,,,,,,79,75,78,80,79,21,16,18,33,12,18,15,13,28,31,42,48,40,71,44,59,60,19,81,17,27,26,18,60,23,54,25,16,18,79,75,78,79,80
31,168,65,78,78,7500000,34000,1,3,4,LB,5,87,58,70,77,74,53,,,,,,78,45,60,76,55,76,54,49,59,74,88,86,86,80,90,78,59,76,33,68,73,75,69,68,49,76,75,77,76,13,13,16,8,9
35,174,71,78,78,4500000,22000,1,5,4,RCM,8,80,73,76,77,27,59,,,,,,74,73,45,75,77,75,86,74,75,76,87,74,86,82,83,74,58,75,57,68,42,32,78,79,73,84,17,28,21,8,15,15,13,8
31,176,75,78,78,7500000,29000,1,3,4,RB,2,80,71,71,76,74,74,,,,,,76,69,60,76,71,76,76,68,59,75,84,76,79,80,70,72,61,88,68,74,73,72,76,64,64,80,78,75,77,7,8,8,8,7
27,187,85,78,78,9500000,27000,1,3,2,CDM,6,72,62,74,69,76,81,,,,,,71,56,62,75,45,72,81,77,77,71,72,72,51,81,55,73,61,76,88,72,77,76,52,72,67,67,80,76,76,11,15,8,7,7
32,176,70,78,78,8500000,1000,1,4,3,ST,10,79,77,55,74,27,66,,,,,,36,82,69,74,71,74,53,35,33,75,78,79,72,80,73,70,68,74,69,76,46,41,84,64,70,69,22,13,13,11,12,8,5,10
31,168,65,78,78,0,0,1,3,4,,,87,58,70,77,74,53,,,,,,78,45,60,76,55,76,54,49,59,74,88,86,86,80,90,78,59,76,33,68,73,75,69,68,49,76,74,77,76,13,13,16,8,9
35,177,75,78,78,0,0,1,3,3,,,78,51,69,78,76,67,,,,,,79,48,69,71,49,78,55,49,75,75,81,75,82,81,75,52,51,85,62,56,62,77,57,61,41,54,78,77,76,75,53,42,60,45
35,174,71,78,78,0,0,1,5,4,,,80,73,76,77,27,59,,,,,,74,73,45,75,77,75,86,74,75,76,87,74,86,82,83,74,58,75,57,68,42,32,78,79,73,84,20,28,21,8,15,15,13,8
20,185,83,77,88,14000000,30000,1,3,2,SUB,5,76,36,59,61,75,80,,,,,,47,39,71,72,21,59,32,28,66,64,70,80,61,67,63,44,88,61,88,24,81,75,35,56,39,68,68,84,75,6,7,8,15,9
22,192,83,77,87,11500000,21000,1,2,1,GK,1,,,,,,,80,73,73,80,74,13,16,19,29,18,19,12,12,19,18,55,49,53,75,51,55,65,25,55,19,24,11,9,30,22,56,10,10,10,80,73,73,74,80
22,176,70,77,87,13000000,29000,1,3,3,RB,2,76,43,68,74,76,69,,,,,,79,30,64,75,58,73,76,48,68,74,78,74,81,74,78,62,68,79,60,48,78,77,42,50,48,74,78,78,77,8,14,15,12,7
20,177,66,77,87,14000000,18000,1,4,4,LDM,15,77,73,73,77,68,74,,,,,,69,71,63,77,60,77,68,47,75,78,75,78,79,74,78,80,73,87,68,78,75,68,73,75,63,78,66,71,69,10,5,8,9,6
23,191,86,77,87,13000000,22000,1,3,3,RCM,15,62,71,72,78,74,77,,,,,,62,73,79,79,62,81,62,51,75,80,59,64,69,77,56,76,79,74,77,67,78,73,75,77,57,83,73,75,74,9,14,8,12,13
21,183,78,77,87,14500000,58000,1,3,3,SUB,10,73,74,56,74,29,69,,,,,,48,80,76,70,72,74,68,42,34,76,72,74,69,74,76,74,75,68,73,62,60,14,80,56,68,72,36,20,18,10,7,7,10,5
21,183,62,77,86,14000000,44000,1,4,4,SUB,20,75,71,75,79,48,66,,,,,,76,73,61,77,61,80,73,67,68,78,74,75,81,74,77,70,64,74,62,72,64,43,75,77,65,78,47,49,44,8,14,9,13,7
22,168,66,77,86,13500000,27000,1,4,4,LM,22,90,70,72,82,42,67,,,,,,74,69,45,72,64,82,62,68,70,80,93,87,89,72,93,73,60,86,62,69,58,41,71,74,68,77,42,42,37,10,13,14,10,7
22,187,76,77,86,13500000,21000,1,3,4,RM,23,74,75,75,77,50,63,,,,,,74,78,52,76,65,79,74,75,73,80,73,74,70,74,47,73,64,66,69,77,45,55,77,78,62,78,49,49,44,10,5,10,12,8
22,187,80,77,86,12500000,35000,1,3,3,SUB,3,76,29,59,66,78,67,,,,,,53,22,69,69,32,66,31,35,62,69,77,75,64,78,46,44,67,54,69,26,79,79,28,58,44,58,79,79,79,14,8,13,10,9
23,176,70,77,86,12500000,25000,1,5,4,RB,20,88,68,72,82,71,73,,,,,,77,72,63,75,68,84,69,48,73,80,90,87,81,79,79,68,70,79,68,61,77,72,77,70,59,75,68,74,74,11,12,8,9,7
23,175,68,77,85,13000000,47000,1,3,4,LCM,10,75,66,74,80,41,59,,,,,,69,62,36,78,72,80,72,65,71,81,76,74,85,68,82,67,34,69,61,72,48,43,71,78,58,77,43,41,39,11,6,11,10,13
23,183,72,77,85,13000000,1000,1,4,3,LM,11,76,73,74,77,28,62,,,,,,69,76,44,78,60,76,62,72,73,78,75,76,74,76,82,74,49,72,68,69,39,22,74,77,71,80,25,30,31,8,6,11,12,16
22,182,80,77,85,12000000,22000,1,3,2,RCB,22,68,30,54,65,78,73,,,,,,30,22,78,75,33,59,34,33,65,70,69,67,67,76,73,48,81,69,73,27,75,79,25,45,51,63,77,78,77,15,12,11,8,8
21,185,74,77,85,12000000,30000,1,3,3,RCB,22,77,42,68,72,76,76,,,,,,74,30,69,74,35,73,68,33,68,74,75,78,68,69,65,57,85,73,79,52,72,76,59,62,45,70,73,79,81,10,7,14,11,15
21,179,72,77,85,13000000,34000,1,3,3,SUB,18,77,74,75,80,69,65,,,,,,69,74,59,79,59,82,77,69,72,80,78,77,78,74,78,79,59,71,63,74,62,69,76,76,65,72,69,72,70,5,6,10,15,7
21,180,66,77,85,13000000,11000,1,3,3,LCM,37,78,71,74,79,72,71,,,,,,67,61,57,78,70,80,70,64,75,78,76,79,79,76,72,85,62,80,68,83,69,76,69,76,66,82,75,73,69,14,5,13,6,7
20,182,78,77,85,13000000,86000,1,3,3,RES,15,68,69,73,73,66,67,,,,,,56,67,49,80,43,72,59,48,83,76,66,69,68,75,65,77,44,67,68,77,69,69,66,78,42,80,70,69,53,6,10,6,15,8
21,178,70,77,85,12000000,13000,1,3,3,LCB,21,75,55,70,74,77,76,,,,,,68,51,71,75,49,72,57,53,74,75,77,74,76,74,75,67,90,77,72,52,81,80,62,66,55,75,75,78,77,6,14,13,14,8
21,178,79,77,85,13000000,1000,1,4,3,LF,8,79,70,73,80,48,66,,,,,,71,69,65,76,66,83,66,58,72,76,77,80,78,73,78,73,55,71,66,69,63,26,72,78,66,77,54,55,37,6,14,15,9,14
22,178,68,77,85,11500000,14000,1,3,2,LB,23,78,50,71,74,75,69,,,,,,75,43,72,78,45,73,70,43,65,74,79,78,75,75,71,62,66,76,65,54,69,76,67,65,42,70,77,75,74,11,14,9,5,12
21,173,68,77,85,12000000,31000,1,3,4,LB,12,84,66,75,79,72,73,,,,,,80,64,67,75,59,78,78,57,75,79,86,83,82,78,82,72,74,81,68,68,76,73,69,72,54,77,70,74,73,12,7,11,10,15
23,180,81,77,84,12500000,47000,2,3,3,ST,9,77,75,59,76,39,71,,,,,,40,78,79,68,72,76,69,60,55,76,78,76,75,76,74,79,84,71,70,66,70,24,80,60,71,76,51,29,26,12,15,9,14,11
23,180,74,77,84,12500000,18000,1,4,4,SUB,9,76,74,71,78,35,64,,,,,,67,78,78,75,67,78,73,64,63,79,75,76,74,74,75,75,76,67,75,65,32,21,79,73,69,76,50,20,15,8,14,9,14,13
23,175,71,77,84,12500000,23000,1,3,4,SUB,19,79,75,69,77,41,74,,,,,,68,76,73,71,72,77,79,67,61,76,79,79,82,73,74,75,81,86,68,72,72,39,81,72,71,78,46,33,22,11,14,14,11,8
22,185,75,77,84,12500000,20000,1,3,3,SUB,9,72,77,64,76,36,78,,,,,,56,76,73,74,74,77,68,63,47,75,72,72,74,73,74,85,82,71,84,72,70,29,74,65,80,68,34,33,24,8,14,8,13,13
24,188,82,77,84,12500000,43000,1,4,4,SUB,88,59,71,74,76,67,76,,,,,,68,66,65,79,69,78,69,59,77,80,56,62,70,75,54,78,68,77,76,75,76,72,75,74,61,74,61,72,64,11,13,13,13,14
22,190,78,77,84,9500000,15000,1,2,1,GK,30,,,,,,,78,74,73,84,76,12,13,21,28,17,16,15,18,24,25,31,27,21,63,34,55,70,36,68,16,29,25,15,21,19,55,16,12,18,78,74,73,76,84
22,175,71,77,84,12500000,52000,1,4,3,SUB,16,70,63,75,78,66,69,,,,,,67,61,50,79,57,78,66,65,79,79,72,68,77,75,84,66,68,76,61,65,78,69,68,76,61,74,64,72,68,6,15,12,15,13
23,175,70,77,84,12500000,14000,1,4,3,SUB,21,91,74,58,78,39,75,,,,,,57,77,74,66,73,79,59,41,46,74,92,91,90,72,80,78,93,80,75,66,64,37,73,60,64,69,36,35,33,15,13,13,14,12
23,172,72,77,84,12500000,28000,1,3,3,RCM,18,77,67,68,76,76,83,,,,,,57,66,57,78,50,73,46,52,69,76,76,77,81,81,81,74,77,92,78,65,87,79,75,72,55,80,77,79,73,8,8,14,5,15
22,184,80,77,84,11000000,14000,1,3,3,RB,31,91,56,68,74,71,80,,,,,,73,50,59,73,62,76,63,25,68,74,89,92,67,72,71,65,83,95,75,62,73,69,72,65,33,70,70,77,72,12,8,12,10,8
21,183,62,77,84,11000000,13000,1,3,3,RB,12,81,59,72,81,72,69,,,,,,70,61,65,81,56,83,67,33,73,79,79,83,87,77,55,63,69,83,62,54,68,77,71,70,37,74,69,73,73,12,7,13,12,12
23,167,66,77,84,11000000,17000,1,3,4,RB,16,87,62,72,79,70,72,,,,,,78,63,58,76,41,79,63,37,69,79,88,87,78,75,77,72,49,88,65,57,76,69,74,72,44,73,67,76,75,14,6,13,15,6
24,190,86,77,84,12500000,16000,1,3,4,CDM,72,64,73,76,76,52,71,,,,,,72,68,60,80,64,78,62,66,78,80,63,64,63,72,63,81,57,74,77,78,58,64,74,76,66,76,25,66,62,14,15,10,12,11
23,186,78,77,84,12500000,19000,1,3,4,LM,10,81,78,76,80,63,70,,,,,,69,76,64,79,66,82,85,84,74,81,78,84,77,74,66,85,65,79,68,83,64,69,76,75,66,79,60,62,58,8,6,12,8,11
22,193,88,77,84,11500000,73000,1,3,3,RDM,39,61,65,72,72,74,80,,,,,,68,60,76,78,59,73,64,34,77,76,59,63,64,73,50,79,69,80,82,66,78,75,65,72,59,76,72,75,70,9,6,6,10,11
21,182,72,77,84,12500000,13000,1,3,4,SUB,90,88,70,66,80,32,65,,,,,,67,68,41,68,59,83,73,68,53,79,89,88,77,79,69,74,65,76,64,75,52,41,76,69,59,83,22,35,29,13,6,13,11,15
23,174,66,77,84,12500000,13000,1,3,3,SUB,19,72,70,76,79,57,51,,,,,,69,66,36,78,66,78,80,71,77,79,73,72,85,78,83,76,34,75,41,71,52,49,75,78,74,81,64,62,57,5,12,6,5,8
24,184,83,77,83,11000000,33000,1,3,3,SUB,19,91,51,69,73,72,82,,,,,,76,49,65,72,39,72,64,48,65,74,90,92,78,69,71,66,78,91,82,44,74,71,72,68,35,71,69,76,74,8,7,7,14,14
24,171,64,77,83,12000000,23000,1,4,4,SUB,11,80,75,72,82,47,63,,,,,,74,76,51,70,65,86,74,75,65,80,78,81,76,71,79,79,81,70,64,72,45,49,73,75,66,71,35,55,48,12,6,12,11,11
23,189,77,77,83,11000000,41000,1,3,2,RCB,35,62,22,52,55,78,74,,,,,,44,19,75,67,20,50,23,26,47,59,55,68,56,77,61,25,77,67,77,23,76,80,26,52,32,59,78,77,75,11,13,16,7,9
22,187,71,77,83,12500000,68000,1,3,3,ST,9,84,70,63,75,38,79,,,,,,65,70,81,70,65,76,59,54,44,76,82,86,72,75,64,77,87,80,81,63,73,34,77,64,72,69,38,31,23,12,12,8,7,11
24,181,75,77,83,12000000,25000,1,4,4,CAM,10,69,75,73,80,55,62,,,,,,64,79,52,77,71,80,77,77,71,81,70,68,77,75,75,76,70,75,55,68,60,26,77,75,56,81,63,66,58,15,12,14,16,10
21,167,58,77,83,12000000,26000,1,3,4,RCM,27,72,67,78,79,65,58,,,,,,76,66,62,82,65,78,75,73,77,75,76,69,85,77,93,63,66,73,42,72,75,68,69,78,68,74,66,66,59,7,14,13,11,6
22,184,79,77,83,11000000,55000,1,3,2,SUB,4,71,41,55,62,77,67,,,,,,41,44,73,74,36,56,29,31,73,67,67,74,69,77,69,49,78,54,69,31,75,81,32,33,45,75,76,77,79,10,13,15,13,6
22,180,72,77,83,12000000,41000,1,3,3,SUB,27,83,65,73,78,73,73,,,,,,72,65,66,78,60,78,70,47,73,78,79,86,76,77,73,70,69,84,68,65,75,74,70,74,54,75,70,77,76,9,12,12,13,12
